--------- beginning of main
06-01 10:10:30.629 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.664 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.699 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.734 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.770 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.836 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.871 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.908 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.944 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.979 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.015 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.062 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.103 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.140 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.180 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.215 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.255 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.290 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.326 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.362 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.397 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.432 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.467 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.501 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.536 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.571 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.610 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.647 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.681 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.716 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.758 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.794 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.830 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.868 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.903 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.939 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:31.976 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.012 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.051 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.086 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.121 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.156 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.193 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.232 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.269 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.305 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.340 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.376 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.422 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.457 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.493 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.529 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.567 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.604 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.638 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.673 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.708 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.743 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.778 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.824 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.862 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.898 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.935 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:32.972 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.006 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.044 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.084 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.118 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.161 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.195 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.237 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.273 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.307 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.343 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.379 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.414 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.449 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.485 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.520 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.556 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.593 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.629 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.663 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.698 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.737 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.776 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.811 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.847 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.889 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.924 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.958 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:33.995 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.034 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.069 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.104 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.143 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.179 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.213 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.249 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.285 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.320 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.354 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.389 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.448 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.483 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.518 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.553 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.588 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.623 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.658 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.693 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.728 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.763 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.804 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.841 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.878 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.914 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.948 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:34.984 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.019 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.054 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.090 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.125 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.160 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.195 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.231 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.270 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.307 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.344 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.402 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.441 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.476 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.510 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.545 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.585 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.622 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.657 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.673 W/MjpegCameraSource( 5183): ESP32 스트림 탐색 실패 — 3000ms 후 재시도
06-01 10:10:35.692 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.727 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.763 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.798 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.833 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.869 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.904 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.941 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:35.979 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.014 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.048 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.090 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.125 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.160 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.195 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.230 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.265 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.300 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.335 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.370 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.405 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.440 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.480 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.514 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.549 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.586 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.629 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.663 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.698 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.737 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.774 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.809 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.844 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.884 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.919 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.954 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:36.989 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.027 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.062 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.097 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.133 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.168 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.205 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.240 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.275 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.310 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.345 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.380 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.415 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.452 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.489 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.531 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.570 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.607 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.641 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.677 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.712 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.748 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.782 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.818 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.856 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.891 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.925 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:37.960 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.002 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.039 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.074 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.108 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.143 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.178 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.216 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.251 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.286 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.321 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.357 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.394 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.429 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.464 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.507 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.543 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.579 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.614 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.650 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.686 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.721 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.756 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.791 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.830 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.865 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.900 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.938 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:38.974 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.009 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.045 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.081 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.117 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.153 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.188 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.223 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.258 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.293 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.331 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.366 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.401 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.437 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.476 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.518 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.558 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.594 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.629 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.669 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.705 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.742 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.780 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.815 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.851 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.885 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.961 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:39.996 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.031 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.066 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.105 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.140 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.175 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.212 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.249 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.285 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.323 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.365 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.404 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.441 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.475 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.510 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.549 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.585 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.621 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.656 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.691 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.756 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.793 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.828 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.862 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.898 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.934 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:40.969 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.005 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.043 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.078 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.124 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.168 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.203 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.239 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.279 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.315 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.350 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.391 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.431 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.502 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.593 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.630 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.670 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.705 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.741 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.777 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.813 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.850 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:41.886 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:42.028 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:42.090 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:42.219 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:42.311 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:42.428 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:42.475 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:42.516 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:42.555 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:42.591 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:42.629 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:42.667 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:42.707 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:42.743 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:42.784 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:42.820 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:42.859 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:42.911 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:42.955 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:42.993 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.032 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.073 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.111 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.149 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.201 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.263 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.380 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.417 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.463 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.500 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.537 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.591 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.629 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.668 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.709 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.755 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.799 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.853 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.890 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.927 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:43.967 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.020 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.056 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.092 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.134 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.170 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.207 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.249 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.288 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.325 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.365 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.444 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.490 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.527 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.575 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.622 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.658 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.716 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.754 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.803 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.847 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.896 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:44.937 V/GeospatialService( 5183): Camera 상태: PAUSED
